SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;40 a 49;28/04/2021;Cas;Parcial;14
Home;40 a 49;28/04/2021;Cas;No iniciada;163
Home;40 a 49;28/04/2021;Hospitalització;No iniciada;12
Home;40 a 49;28/04/2021;Crítics;No iniciada;3
Home;40 a 49;28/04/2021;Hospitalització;Parcial;1
Home;40 a 49;28/04/2021;Cas;Parcial;4
Dona;50 a 59;28/04/2021;Cas;Parcial;7
Dona;50 a 59;28/04/2021;Cas;No iniciada;106
Dona;50 a 59;28/04/2021;Hospitalització;No iniciada;8
Dona;50 a 59;28/04/2021;Cas;Completa;5
Dona;50 a 59;28/04/2021;Crítics;No iniciada;1
Home;50 a 59;28/04/2021;Cas;Parcial;4
Home;50 a 59;28/04/2021;Hospitalització;No iniciada;16
Home;50 a 59;28/04/2021;Defunció;No iniciada;1
Home;50 a 59;28/04/2021;Cas;No iniciada;96
Home;50 a 59;28/04/2021;Crítics;No iniciada;2
Dona;60 a 69;28/04/2021;Cas;No iniciada;42
Dona;60 a 69;28/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;28/04/2021;Hospitalització;No iniciada;10
Dona;60 a 69;28/04/2021;Cas;Parcial;11
Dona;60 a 69;28/04/2021;Cas;Completa;4
Dona;60 a 69;28/04/2021;Crítics;No iniciada;3
Dona;60 a 69;28/04/2021;Defunció;No iniciada;1
Home;60 a 69;28/04/2021;Defunció;No iniciada;2
Home;60 a 69;28/04/2021;Hospitalització;No iniciada;6
Home;60 a 69;28/04/2021;Defunció;Parcial;1
Home;60 a 69;28/04/2021;Cas;Parcial;25
Home;60 a 69;28/04/2021;Crítics;No iniciada;3
Home;60 a 69;28/04/2021;Hospitalització;Parcial;4
Home;60 a 69;28/04/2021;Cas;No iniciada;34
Home;60 a 69;28/04/2021;Crítics;Parcial;1
Dona;70 a 79;28/04/2021;Defunció;No iniciada;3
Dona;70 a 79;28/04/2021;Hospitalització;No iniciada;8
Dona;70 a 79;28/04/2021;Defunció;Parcial;1
Dona;70 a 79;28/04/2021;Cas;Completa;1
Dona;70 a 79;28/04/2021;Hospitalització;Parcial;10
Dona;70 a 79;28/04/2021;Cas;Parcial;14
Dona;70 a 79;28/04/2021;Crítics;Parcial;1
Dona;70 a 79;28/04/2021;Cas;No iniciada;33
Dona;70 a 79;28/04/2021;Crítics;No iniciada;3
Home;70 a 79;28/04/2021;Hospitalització;Completa;1
Home;70 a 79;28/04/2021;Cas;No iniciada;32
Home;70 a 79;28/04/2021;Hospitalització;No iniciada;13
Home;70 a 79;28/04/2021;Defunció;No iniciada;3
Home;70 a 79;28/04/2021;Cas;Parcial;24
Home;70 a 79;28/04/2021;Crítics;No iniciada;4
Home;70 a 79;28/04/2021;Hospitalització;Parcial;3
Home;70 a 79;28/04/2021;Crítics;Parcial;1
Dona;80 o més;28/04/2021;Hospitalització;Parcial;6
Dona;80 o més;28/04/2021;Cas;No iniciada;5
Dona;80 o més;28/04/2021;Hospitalització;Completa;4
Dona;80 o més;28/04/2021;Cas;Completa;11
Dona;80 o més;28/04/2021;Defunció;Completa;1
Dona;80 o més;28/04/2021;Crítics;No iniciada;1
Dona;80 o més;28/04/2021;Hospitalització;No iniciada;3
Dona;80 o més;28/04/2021;Cas;Parcial;17
Home;80 o més;28/04/2021;Crítics;Parcial;1
Home;80 o més;28/04/2021;Cas;Parcial;7
Home;80 o més;28/04/2021;Defunció;Parcial;2
Home;80 o més;28/04/2021;Crítics;Completa;1
Home;80 o més;28/04/2021;Hospitalització;Parcial;6
Home;80 o més;28/04/2021;Hospitalització;No iniciada;1
Home;80 o més;28/04/2021;Cas;No iniciada;1
Home;80 o més;28/04/2021;Hospitalització;Completa;4
Home;80 o més;28/04/2021;Cas;Completa;2
No classificat;No classificat;28/04/2021;Hospitalització;No iniciada;2
No classificat;No classificat;28/04/2021;Cas;No iniciada;24
Dona;0 a 9;27/04/2021;Cas;No iniciada;72
Dona;0 a 9;27/04/2021;Hospitalització;No iniciada;1
Home;0 a 9;27/04/2021;Hospitalització;No iniciada;1
Home;0 a 9;27/04/2021;Cas;No iniciada;78
Dona;10 a 19;27/04/2021;Cas;No iniciada;204
Home;10 a 19;27/04/2021;Cas;No iniciada;212
Dona;20 a 29;27/04/2021;Cas;No iniciada;111
Dona;20 a 29;27/04/2021;Cas;Completa;2
Dona;20 a 29;27/04/2021;Cas;Parcial;8
Home;20 a 29;27/04/2021;Hospitalització;No iniciada;3
Home;20 a 29;27/04/2021;Cas;Parcial;3
Home;20 a 29;27/04/2021;Cas;No iniciada;116
Dona;30 a 39;27/04/2021;Crítics;No iniciada;2
Dona;30 a 39;27/04/2021;Cas;Completa;4
Dona;30 a 39;27/04/2021;Hospitalització;No iniciada;5
Dona;30 a 39;27/04/2021;Cas;Parcial;4
Dona;30 a 39;27/04/2021;Cas;No iniciada;107
Home;30 a 39;27/04/2021;Cas;Parcial;1
Home;30 a 39;27/04/2021;Cas;No iniciada;112
Home;30 a 39;27/04/2021;Hospitalització;No iniciada;4
Home;30 a 39;27/04/2021;Crítics;No iniciada;1
Dona;40 a 49;27/04/2021;Crítics;No iniciada;1
Dona;40 a 49;27/04/2021;Hospitalització;No iniciada;9
Dona;40 a 49;27/04/2021;Cas;Parcial;8
Dona;40 a 49;27/04/2021;Cas;Completa;2
Dona;40 a 49;27/04/2021;Cas;No iniciada;166
Home;40 a 49;27/04/2021;Cas;Parcial;8
Home;40 a 49;27/04/2021;Cas;No iniciada;154
Home;40 a 49;27/04/2021;Hospitalització;No iniciada;16
Home;40 a 49;27/04/2021;Crítics;No iniciada;3
Home;40 a 49;27/04/2021;Cas;Completa;1
Dona;50 a 59;27/04/2021;Crítics;Completa;1
Dona;50 a 59;27/04/2021;Crítics;No iniciada;1
Dona;50 a 59;27/04/2021;Cas;Completa;3
Dona;50 a 59;27/04/2021;Defunció;No iniciada;1
Dona;50 a 59;27/04/2021;Hospitalització;No iniciada;9
Dona;50 a 59;27/04/2021;Cas;Parcial;5
Dona;50 a 59;27/04/2021;Cas;No iniciada;136
Home;50 a 59;27/04/2021;Hospitalització;Completa;1
Home;50 a 59;27/04/2021;Hospitalització;Parcial;1
Home;50 a 59;27/04/2021;Cas;Completa;1
Home;50 a 59;27/04/2021;Hospitalització;No iniciada;11
Home;50 a 59;27/04/2021;Defunció;No iniciada;2
Home;50 a 59;27/04/2021;Cas;Parcial;3
Home;50 a 59;27/04/2021;Cas;No iniciada;140
Home;50 a 59;27/04/2021;Crítics;Parcial;1
Home;50 a 59;27/04/2021;Crítics;No iniciada;7
Dona;60 a 69;27/04/2021;Hospitalització;No iniciada;9
Dona;60 a 69;27/04/2021;Hospitalització;Parcial;3
Dona;60 a 69;27/04/2021;Cas;Parcial;19
Dona;60 a 69;27/04/2021;Crítics;No iniciada;3
Dona;60 a 69;27/04/2021;Cas;Completa;3
Dona;60 a 69;27/04/2021;Cas;No iniciada;47
Home;60 a 69;27/04/2021;Cas;No iniciada;45
Home;60 a 69;27/04/2021;Hospitalització;No iniciada;17
Home;60 a 69;27/04/2021;Defunció;Parcial;2
Home;60 a 69;27/04/2021;Defunció;No iniciada;3
Home;60 a 69;27/04/2021;Hospitalització;Completa;1
Home;60 a 69;27/04/2021;Crítics;No iniciada;4
Home;60 a 69;27/04/2021;Crítics;Parcial;1
Home;60 a 69;27/04/2021;Cas;Parcial;22
Home;60 a 69;27/04/2021;Hospitalització;Parcial;3
Dona;70 a 79;27/04/2021;Crítics;No iniciada;1
Dona;70 a 79;27/04/2021;Cas;Completa;1
Dona;70 a 79;27/04/2021;Crítics;Parcial;1
Dona;70 a 79;27/04/2021;Cas;No iniciada;39
Dona;70 a 79;27/04/2021;Defunció;No iniciada;1
Dona;70 a 79;27/04/2021;Hospitalització;Parcial;2
Dona;70 a 79;27/04/2021;Cas;Parcial;2
Dona;70 a 79;27/04/2021;Hospitalització;No iniciada;8
Home;70 a 79;27/04/2021;Hospitalització;Parcial;2
Home;70 a 79;27/04/2021;Cas;No iniciada;43
Home;70 a 79;27/04/2021;Cas;Parcial;8
Home;70 a 79;27/04/2021;Cas;Completa;1
Home;70 a 79;27/04/2021;Hospitalització;No iniciada;13
Home;70 a 79;27/04/2021;Crítics;No iniciada;2
Home;70 a 79;27/04/2021;Defunció;Parcial;2
Home;70 a 79;27/04/2021;Defunció;No iniciada;4
Dona;80 o més;27/04/2021;Defunció;Parcial;1
Dona;80 o més;27/04/2021;Cas;No iniciada;5
Dona;80 o més;27/04/2021;Hospitalització;Parcial;4
Dona;80 o més;27/04/2021;Cas;Completa;3
Dona;80 o més;27/04/2021;Hospitalització;Completa;5
Dona;80 o més;27/04/2021;Cas;Parcial;20
Dona;80 o més;27/04/2021;Hospitalització;No iniciada;1
Dona;80 o més;27/04/2021;Defunció;No iniciada;1
Home;80 o més;27/04/2021;Defunció;Parcial;4
Home;80 o més;27/04/2021;Cas;No iniciada;4
Home;80 o més;27/04/2021;Hospitalització;No iniciada;2
Home;80 o més;27/04/2021;Crítics;Parcial;1
Home;80 o més;27/04/2021;Cas;Completa;5
Home;80 o més;27/04/2021;Hospitalització;Completa;1
Home;80 o més;27/04/2021;Defunció;Completa;1
Home;80 o més;27/04/2021;Defunció;No iniciada;1
Home;80 o més;27/04/2021;Hospitalització;Parcial;4
Home;80 o més;27/04/2021;Cas;Parcial;16
No classificat;No classificat;27/04/2021;Hospitalització;No iniciada;2
No classificat;No classificat;27/04/2021;Cas;No iniciada;29
Dona;0 a 9;26/04/2021;Hospitalització;No iniciada;1
Dona;0 a 9;26/04/2021;Cas;No iniciada;79
Home;0 a 9;26/04/2021;Hospitalització;No iniciada;1
Home;0 a 9;26/04/2021;Cas;No iniciada;118
Dona;10 a 19;26/04/2021;Cas;Completa;1
Dona;10 a 19;26/04/2021;Cas;No iniciada;158
Dona;10 a 19;26/04/2021;Crítics;No iniciada;1
Dona;10 a 19;26/04/2021;Cas;Parcial;1
Dona;10 a 19;26/04/2021;Hospitalització;No iniciada;1
Home;10 a 19;26/04/2021;Cas;No iniciada;181
Dona;20 a 29;26/04/2021;Cas;Completa;2
Dona;20 a 29;26/04/2021;Hospitalització;No iniciada;3
Dona;20 a 29;26/04/2021;Cas;Parcial;7
Dona;20 a 29;26/04/2021;Cas;No iniciada;120
Dona;20 a 29;26/04/2021;Crítics;No iniciada;1
Home;20 a 29;26/04/2021;Cas;Parcial;3
Home;20 a 29;26/04/2021;Cas;No iniciada;120
Dona;30 a 39;26/04/2021;Cas;Parcial;6
Dona;30 a 39;26/04/2021;Cas;No iniciada;145
Dona;30 a 39;26/04/2021;Cas;Completa;2
Home;30 a 39;26/04/2021;Hospitalització;No iniciada;5
Home;30 a 39;26/04/2021;Cas;Parcial;2
Home;30 a 39;26/04/2021;Cas;No iniciada;123
Dona;40 a 49;26/04/2021;Cas;Parcial;14
Dona;40 a 49;26/04/2021;Cas;No iniciada;195
Dona;40 a 49;26/04/2021;Cas;Completa;3
Dona;40 a 49;26/04/2021;Hospitalització;No iniciada;3
Home;40 a 49;26/04/2021;Hospitalització;Parcial;1
Home;40 a 49;26/04/2021;Cas;Parcial;3
Home;40 a 49;26/04/2021;Crítics;No iniciada;1
Home;40 a 49;26/04/2021;Hospitalització;No iniciada;10
Home;40 a 49;26/04/2021;Cas;No iniciada;213
Dona;50 a 59;26/04/2021;Cas;Completa;2
Dona;50 a 59;26/04/2021;Crítics;No iniciada;3
Dona;50 a 59;26/04/2021;Hospitalització;Completa;1
Dona;50 a 59;26/04/2021;Cas;Parcial;7
Dona;50 a 59;26/04/2021;Cas;No iniciada;142
Dona;50 a 59;26/04/2021;Hospitalització;No iniciada;12
Home;50 a 59;26/04/2021;Cas;No iniciada;150
Home;50 a 59;26/04/2021;Hospitalització;No iniciada;19
Home;50 a 59;26/04/2021;Crítics;No iniciada;8
Home;50 a 59;26/04/2021;Cas;Parcial;4
Dona;60 a 69;26/04/2021;Cas;Completa;2
Dona;60 a 69;26/04/2021;Defunció;Parcial;1
Dona;60 a 69;26/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;26/04/2021;Hospitalització;No iniciada;7
Dona;60 a 69;26/04/2021;Crítics;No iniciada;1
Dona;60 a 69;26/04/2021;Defunció;No iniciada;1
Dona;60 a 69;26/04/2021;Cas;No iniciada;75
Dona;60 a 69;26/04/2021;Cas;Parcial;25
Home;60 a 69;26/04/2021;Crítics;No iniciada;2
Home;60 a 69;26/04/2021;Cas;No iniciada;48
Home;60 a 69;26/04/2021;Hospitalització;No iniciada;19
Home;60 a 69;26/04/2021;Hospitalització;Parcial;4
Home;60 a 69;26/04/2021;Defunció;No iniciada;1
Home;60 a 69;26/04/2021;Cas;Parcial;22
Home;60 a 69;26/04/2021;Crítics;Parcial;2
Dona;70 a 79;26/04/2021;Cas;No iniciada;41
Dona;70 a 79;26/04/2021;Hospitalització;Parcial;2
Dona;70 a 79;26/04/2021;Crítics;No iniciada;3
Dona;70 a 79;26/04/2021;Cas;Completa;5
Dona;70 a 79;26/04/2021;Defunció;No iniciada;1
Dona;70 a 79;26/04/2021;Hospitalització;No iniciada;11
Dona;70 a 79;26/04/2021;Cas;Parcial;9
Dona;70 a 79;26/04/2021;Crítics;Parcial;1
Home;70 a 79;26/04/2021;Crítics;Parcial;1
Home;70 a 79;26/04/2021;Hospitalització;Parcial;6
Home;70 a 79;26/04/2021;Cas;Completa;1
Home;70 a 79;26/04/2021;Cas;No iniciada;45
Home;70 a 79;26/04/2021;Hospitalització;Completa;1
Home;70 a 79;26/04/2021;Crítics;No iniciada;5
Home;70 a 79;26/04/2021;Cas;Parcial;9
Home;70 a 79;26/04/2021;Defunció;No iniciada;2
Home;70 a 79;26/04/2021;Hospitalització;No iniciada;10
Dona;80 o més;26/04/2021;Hospitalització;Parcial;5
Dona;80 o més;26/04/2021;Cas;No iniciada;10
Dona;80 o més;26/04/2021;Defunció;No iniciada;1
Dona;80 o més;26/04/2021;Cas;Completa;20
Dona;80 o més;26/04/2021;Cas;Parcial;20
Dona;80 o més;26/04/2021;Crítics;Parcial;1
Dona;80 o més;26/04/2021;Hospitalització;No iniciada;2
Home;80 o més;26/04/2021;Cas;Parcial;12
Home;80 o més;26/04/2021;Defunció;Parcial;2
Home;80 o més;26/04/2021;Cas;Completa;5
Home;80 o més;26/04/2021;Hospitalització;Completa;2
Home;80 o més;26/04/2021;Hospitalització;No iniciada;3
Home;80 o més;26/04/2021;Cas;No iniciada;2
Home;80 o més;26/04/2021;Hospitalització;Parcial;4
Home;80 o més;26/04/2021;Defunció;No iniciada;1
No classificat;No classificat;26/04/2021;Cas;No iniciada;33
No classificat;No classificat;26/04/2021;Hospitalització;No iniciada;2
Dona;0 a 9;25/04/2021;Cas;No iniciada;24
Home;0 a 9;25/04/2021;Cas;No iniciada;26
Dona;10 a 19;25/04/2021;Hospitalització;No iniciada;1
Dona;10 a 19;25/04/2021;Cas;No iniciada;46
Home;10 a 19;25/04/2021;Cas;No iniciada;44
Home;10 a 19;25/04/2021;Hospitalització;No iniciada;1
Dona;20 a 29;25/04/2021;Cas;No iniciada;52
Dona;20 a 29;25/04/2021;Hospitalització;No iniciada;2
Dona;20 a 29;25/04/2021;Cas;Parcial;3
Dona;20 a 29;25/04/2021;Cas;Completa;1
Home;20 a 29;25/04/2021;Cas;Parcial;1
Home;20 a 29;25/04/2021;Cas;No iniciada;35
Dona;30 a 39;25/04/2021;Crítics;No iniciada;1
Dona;30 a 39;25/04/2021;Cas;No iniciada;59
Dona;30 a 39;25/04/2021;Cas;Parcial;2
Dona;30 a 39;25/04/2021;Hospitalització;No iniciada;3
Home;30 a 39;25/04/2021;Cas;Parcial;1
Home;30 a 39;25/04/2021;Cas;No iniciada;56
Home;30 a 39;25/04/2021;Hospitalització;No iniciada;4
Dona;40 a 49;25/04/2021;Hospitalització;No iniciada;3
Dona;40 a 49;25/04/2021;Cas;Parcial;5
Dona;40 a 49;25/04/2021;Cas;No iniciada;73
Home;40 a 49;25/04/2021;Hospitalització;No iniciada;8
Home;40 a 49;25/04/2021;Cas;Parcial;2
Home;40 a 49;25/04/2021;Cas;No iniciada;66
Home;40 a 49;25/04/2021;Crítics;No iniciada;1
Dona;50 a 59;25/04/2021;Cas;Parcial;6
Dona;50 a 59;25/04/2021;Cas;No iniciada;48
Dona;50 a 59;25/04/2021;Crítics;No iniciada;3
Dona;50 a 59;25/04/2021;Hospitalització;No iniciada;5
Home;50 a 59;25/04/2021;Hospitalització;No iniciada;15
Home;50 a 59;25/04/2021;Crítics;No iniciada;5
Home;50 a 59;25/04/2021;Cas;Parcial;2
Home;50 a 59;25/04/2021;Cas;No iniciada;67
Home;50 a 59;25/04/2021;Defunció;No iniciada;1
Home;50 a 59;25/04/2021;Cas;Completa;1
Home;50 a 59;25/04/2021;Hospitalització;Parcial;1
Dona;60 a 69;25/04/2021;Cas;No iniciada;25
Dona;60 a 69;25/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;25/04/2021;Cas;Completa;1
Dona;60 a 69;25/04/2021;Crítics;Parcial;1
Dona;60 a 69;25/04/2021;Hospitalització;No iniciada;5
Dona;60 a 69;25/04/2021;Defunció;No iniciada;1
Dona;60 a 69;25/04/2021;Cas;Parcial;14
Dona;60 a 69;25/04/2021;Crítics;No iniciada;2
Home;60 a 69;25/04/2021;Crítics;No iniciada;4
Home;60 a 69;25/04/2021;Hospitalització;Parcial;4
Home;60 a 69;25/04/2021;Cas;Parcial;11
Home;60 a 69;25/04/2021;Hospitalització;No iniciada;8
Home;60 a 69;25/04/2021;Cas;No iniciada;22
Home;60 a 69;25/04/2021;Crítics;Parcial;1
Home;60 a 69;25/04/2021;Defunció;No iniciada;1
Dona;70 a 79;25/04/2021;Hospitalització;Parcial;1
Dona;70 a 79;25/04/2021;Cas;Parcial;4
Dona;70 a 79;25/04/2021;Crítics;No iniciada;2
Dona;70 a 79;25/04/2021;Cas;No iniciada;24
Dona;70 a 79;25/04/2021;Defunció;No iniciada;3
Dona;70 a 79;25/04/2021;Hospitalització;No iniciada;7
Dona;70 a 79;25/04/2021;Crítics;Parcial;1
Home;70 a 79;25/04/2021;Defunció;Parcial;1
Home;70 a 79;25/04/2021;Crítics;No iniciada;4
Home;70 a 79;25/04/2021;Cas;Completa;1
Home;70 a 79;25/04/2021;Hospitalització;No iniciada;7
Home;70 a 79;25/04/2021;Cas;No iniciada;17
Home;70 a 79;25/04/2021;Cas;Parcial;4
Home;70 a 79;25/04/2021;Defunció;No iniciada;1
Dona;80 o més;25/04/2021;Cas;No iniciada;2
Dona;80 o més;25/04/2021;Hospitalització;Completa;2
Dona;80 o més;25/04/2021;Defunció;Completa;1
Dona;80 o més;25/04/2021;Hospitalització;No iniciada;1
Dona;80 o més;25/04/2021;Hospitalització;Parcial;1
Dona;80 o més;25/04/2021;Defunció;Parcial;2
Dona;80 o més;25/04/2021;Defunció;No iniciada;2
Dona;80 o més;25/04/2021;Cas;Parcial;3
Dona;80 o més;25/04/2021;Cas;Completa;6
Home;80 o més;25/04/2021;Defunció;Completa;1
Home;80 o més;25/04/2021;Hospitalització;Completa;1
Home;80 o més;25/04/2021;Defunció;No iniciada;1
Home;80 o més;25/04/2021;Hospitalització;Parcial;5
Home;80 o més;25/04/2021;Cas;Completa;6
Home;80 o més;25/04/2021;Cas;Parcial;8
Home;80 o més;25/04/2021;Defunció;Parcial;1
No classificat;No classificat;25/04/2021;Cas;No iniciada;9
Dona;0 a 9;24/04/2021;Cas;No iniciada;29
Home;0 a 9;24/04/2021;Cas;No iniciada;38
Dona;10 a 19;24/04/2021;Cas;Parcial;1
Dona;10 a 19;24/04/2021;Cas;No iniciada;90
Home;10 a 19;24/04/2021;Cas;No iniciada;99
Dona;20 a 29;24/04/2021;Hospitalització;No iniciada;2
Dona;20 a 29;24/04/2021;Cas;No iniciada;53
Dona;20 a 29;24/04/2021;Cas;Parcial;4
Dona;20 a 29;24/04/2021;Cas;Completa;2
Home;20 a 29;24/04/2021;Cas;No iniciada;53
Dona;30 a 39;24/04/2021;Cas;No iniciada;56
Dona;30 a 39;24/04/2021;Cas;Completa;3
Dona;30 a 39;24/04/2021;Hospitalització;No iniciada;1
Dona;30 a 39;24/04/2021;Cas;Parcial;2
Home;30 a 39;24/04/2021;Cas;Parcial;1
Home;30 a 39;24/04/2021;Hospitalització;No iniciada;4
Home;30 a 39;24/04/2021;Cas;Completa;2
Home;30 a 39;24/04/2021;Cas;No iniciada;57
Home;30 a 39;24/04/2021;Crítics;No iniciada;1
Dona;40 a 49;24/04/2021;Hospitalització;No iniciada;4
Dona;40 a 49;24/04/2021;Cas;Parcial;5
Dona;40 a 49;24/04/2021;Crítics;No iniciada;2
Dona;40 a 49;24/04/2021;Cas;No iniciada;74
Dona;40 a 49;24/04/2021;Cas;Completa;1
Home;40 a 49;24/04/2021;Crítics;No iniciada;2
Home;40 a 49;24/04/2021;Hospitalització;No iniciada;7
Home;40 a 49;24/04/2021;Cas;Completa;1
Home;40 a 49;24/04/2021;Cas;Parcial;4
Home;40 a 49;24/04/2021;Cas;No iniciada;73
Dona;50 a 59;24/04/2021;Hospitalització;No iniciada;6
Dona;50 a 59;24/04/2021;Cas;Parcial;2
Dona;50 a 59;24/04/2021;Cas;Completa;1
Dona;50 a 59;24/04/2021;Cas;No iniciada;76
Home;50 a 59;24/04/2021;Cas;Parcial;3
Home;50 a 59;24/04/2021;Hospitalització;No iniciada;21
Home;50 a 59;24/04/2021;Hospitalització;Parcial;1
Home;50 a 59;24/04/2021;Crítics;No iniciada;4
Home;50 a 59;24/04/2021;Cas;No iniciada;75
Dona;60 a 69;24/04/2021;Crítics;No iniciada;2
Dona;60 a 69;24/04/2021;Cas;Parcial;9
Dona;60 a 69;24/04/2021;Cas;No iniciada;17
Dona;60 a 69;24/04/2021;Hospitalització;Parcial;1
Dona;60 a 69;24/04/2021;Hospitalització;No iniciada;12
Home;60 a 69;24/04/2021;Hospitalització;Parcial;5
Home;60 a 69;24/04/2021;Crítics;No iniciada;3
Home;60 a 69;24/04/2021;Cas;Parcial;9
Home;60 a 69;24/04/2021;Hospitalització;No iniciada;10
Home;60 a 69;24/04/2021;Cas;No iniciada;27
Dona;70 a 79;24/04/2021;Defunció;No iniciada;1
Dona;70 a 79;24/04/2021;Cas;Completa;1
Dona;70 a 79;24/04/2021;Cas;No iniciada;27
Dona;70 a 79;24/04/2021;Hospitalització;No iniciada;6
Dona;70 a 79;24/04/2021;Cas;Parcial;3
Home;70 a 79;24/04/2021;Hospitalització;Parcial;1
Home;70 a 79;24/04/2021;Cas;No iniciada;22
Home;70 a 79;24/04/2021;Cas;Parcial;2
Home;70 a 79;24/04/2021;Defunció;Parcial;1
Home;70 a 79;24/04/2021;Crítics;No iniciada;2
Home;70 a 79;24/04/2021;Defunció;No iniciada;3
Home;70 a 79;24/04/2021;Hospitalització;No iniciada;8
Dona;80 o més;24/04/2021;Defunció;Parcial;5
Dona;80 o més;24/04/2021;Cas;Completa;2
Dona;80 o més;24/04/2021;Hospitalització;Completa;1
Dona;80 o més;24/04/2021;Hospitalització;Parcial;3
Dona;80 o més;24/04/2021;Cas;No iniciada;3
Dona;80 o més;24/04/2021;Defunció;No iniciada;2
Dona;80 o més;24/04/2021;Defunció;Completa;2
Dona;80 o més;24/04/2021;Cas;Parcial;3
Dona;80 o més;24/04/2021;Crítics;No iniciada;1
Dona;80 o més;24/04/2021;Hospitalització;No iniciada;4
Home;80 o més;24/04/2021;Defunció;Parcial;4
Home;80 o més;24/04/2021;Hospitalització;Parcial;6
Home;80 o més;24/04/2021;Cas;Completa;2
Home;80 o més;24/04/2021;Hospitalització;No iniciada;2
Home;80 o més;24/04/2021;Cas;Parcial;7
Home;80 o més;24/04/2021;Hospitalització;Completa;1
Home;80 o més;24/04/2021;Cas;No iniciada;5
No classificat;No classificat;24/04/2021;Cas;No iniciada;12
Dona;0 a 9;23/04/2021;Cas;No iniciada;90
Home;0 a 9;23/04/2021;Cas;No iniciada;96
Dona;10 a 19;23/04/2021;Cas;No iniciada;189
Home;10 a 19;23/04/2021;Cas;No iniciada;184
Home;10 a 19;23/04/2021;Cas;Parcial;1
Dona;20 a 29;23/04/2021;Cas;Parcial;6
Dona;20 a 29;23/04/2021;Cas;Completa;2
Dona;20 a 29;23/04/2021;Hospitalització;No iniciada;1
Dona;20 a 29;23/04/2021;Cas;No iniciada;102
Home;20 a 29;23/04/2021;Cas;No iniciada;102
Home;20 a 29;23/04/2021;Cas;Parcial;4
Dona;30 a 39;23/04/2021;Cas;Completa;4
Dona;30 a 39;23/04/2021;Cas;Parcial;4
Dona;30 a 39;23/04/2021;Cas;No iniciada;127
Dona;30 a 39;23/04/2021;Hospitalització;Completa;1
Dona;30 a 39;23/04/2021;Crítics;No iniciada;1
Dona;30 a 39;23/04/2021;Hospitalització;No iniciada;7
Home;30 a 39;23/04/2021;Hospitalització;No iniciada;8
Home;30 a 39;23/04/2021;Cas;No iniciada;106
Home;30 a 39;23/04/2021;Crítics;No iniciada;1
Home;30 a 39;23/04/2021;Cas;Parcial;2
Dona;40 a 49;23/04/2021;Hospitalització;No iniciada;3
Dona;40 a 49;23/04/2021;Cas;Parcial;11
Dona;40 a 49;23/04/2021;Cas;No iniciada;143
Dona;40 a 49;23/04/2021;Hospitalització;Parcial;1
Dona;40 a 49;23/04/2021;Cas;Completa;3
Home;40 a 49;23/04/2021;Hospitalització;No iniciada;7
Home;40 a 49;23/04/2021;Cas;No iniciada;137
Home;40 a 49;23/04/2021;Cas;Parcial;10
Home;40 a 49;23/04/2021;Crítics;No iniciada;1
Dona;50 a 59;23/04/2021;Hospitalització;No iniciada;11
Dona;50 a 59;23/04/2021;Cas;No iniciada;110
Dona;50 a 59;23/04/2021;Cas;Parcial;6
Home;50 a 59;23/04/2021;Hospitalització;No iniciada;12
Home;50 a 59;23/04/2021;Cas;Completa;1
Home;50 a 59;23/04/2021;Crítics;No iniciada;5
Home;50 a 59;23/04/2021;Cas;No iniciada;131
Home;50 a 59;23/04/2021;Cas;Parcial;4
Dona;60 a 69;23/04/2021;Cas;No iniciada;44
Dona;60 a 69;23/04/2021;Hospitalització;No iniciada;8
Dona;60 a 69;23/04/2021;Cas;Completa;2
Dona;60 a 69;23/04/2021;Defunció;No iniciada;1
Dona;60 a 69;23/04/2021;Cas;Parcial;12
Dona;60 a 69;23/04/2021;Crítics;No iniciada;3
Dona;60 a 69;23/04/2021;Hospitalització;Parcial;2
Home;60 a 69;23/04/2021;Cas;Parcial;11
Home;60 a 69;23/04/2021;Hospitalització;No iniciada;11
Home;60 a 69;23/04/2021;Crítics;No iniciada;6
Home;60 a 69;23/04/2021;Cas;No iniciada;45
Home;60 a 69;23/04/2021;Hospitalització;Parcial;5
Dona;70 a 79;23/04/2021;Hospitalització;No iniciada;15
Dona;70 a 79;23/04/2021;Cas;No iniciada;34
Dona;70 a 79;23/04/2021;Crítics;No iniciada;4
Dona;70 a 79;23/04/2021;Cas;Parcial;10
Dona;70 a 79;23/04/2021;Defunció;No iniciada;1
Dona;70 a 79;23/04/2021;Hospitalització;Parcial;3
Home;70 a 79;23/04/2021;Defunció;No iniciada;2
Home;70 a 79;23/04/2021;Cas;Completa;1
Home;70 a 79;23/04/2021;Cas;Parcial;6
Home;70 a 79;23/04/2021;Hospitalització;Parcial;2
Home;70 a 79;23/04/2021;Hospitalització;No iniciada;17
Home;70 a 79;23/04/2021;Crítics;No iniciada;6
Home;70 a 79;23/04/2021;Cas;No iniciada;40
Dona;80 o més;23/04/2021;Cas;Parcial;16
Dona;80 o més;23/04/2021;Defunció;Completa;1
Dona;80 o més;23/04/2021;Cas;Completa;7
Dona;80 o més;23/04/2021;Defunció;Parcial;2
